sentiment,content
neutral,Wanted to buy Amber Bensons death's daughter today and no where had it
neutral,@elishakhalid I called but you didnt answer
neutral,@projectcloud pinched nerve
sadness,@JazzyLadee1908  I try pretty hard to engage everyone I follow! Some of them lack interesting shit to say so they end up unfollowed
sadness,@jewelinthesky was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled
neutral,@Im_Queen sorry if I got u sick.
sadness,"Really mad at myself for forgetting about the May 24 deadline for the 40,000 mile award trips to South America on @UnitedAirlines"
sadness,wat a stressful week i jus hope everything falls into place 4me
neutral,@Dangrmous where my terri go?
neutral,@babyblueonline Awww Thatss Well Sad  x
neutral,...just waiting to get picked up at the train station by my bro and then off to the gym. Can't believe I bumped someone last night
neutral,@hezmcfly eww  What r u doing atm?
sadness,@sallyorourke What do you mean by your portfolio is sad?  No luck here.  I've applied about 30 places so far.
sadness,"piecing a photo quilt for Boeing employees to be hung in Huntington Beach. Sadly, many people in the quilt pics are now laid off."
sadness,@flashlight Hah! Just wait till you turn 40
neutral,damn... people contain gluten so now i cant be a cannibal
neutral,@SEGA why not united kingdom
neutral,@gabyrizzo i want pho... i've never had it before.
sadness,saying goodbye to @jesshowe for a year  she's been awesome in helping me fit into the team at Veritas!
neutral,"rainy day = Home do what I love to do =WRiTTING MUSiC, a dream dat I gave up on a long time ago"
neutral,@mattydavidson noo  i only started 4th season on wednesday but im on ep11 (Y)
sadness,@cheesetal i miss coffee
neutral,@craigmcgill Actually maybe not - it's sold out for Sat lunch
neutral,makin tea an its stressin me out
happiness,"@yikes77 It would be great if those VIPS were for some acts I'd enjoy seeing, but noooo."
sadness,@bowwow614 Hey! Is it going to be viewable in the UK this time?  It broke my heart when I couldn't play the last one  haha.
sadness,"@ESPNCommunityEd Don't forget Nash, how disappointing as a Suns fan"
sadness,i feel some type of way cause im not talkin to anyone...
neutral,"Great weekend ahead at #catlaughs comedy festival in Kilkenny, weather is fantastic. Unfortunately I have to go to Israel on Sunday"
happiness,@netmogul that sounds soooo good right now mmmm malasadas. i have to have more before i leave today
neutral,@StaceyVPofWC  I wish I knew someone down there who could hook us up.   a friend told me once that they got crappy seats for a show in CHI
sadness,I think I'm gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy
happiness,Goodbye sex in the city  let me hurry and give mi cuz that paper work @lailashah !!! Have 2 have summer in BK !!!
happiness,@NormaBecerra the washer se chingo  ha  ha!! I'm busting my grandma lucia waaaaay back in the early 90's lol
neutral,"I haven't been replying to people because seriously, I haven't refreshed twitter for a while. @ZindelaYentl Sorry.  @erinmcfly Thanks."
neutral,Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?
neutral,@KristaNeher I wish I was going to Internet Week
happiness,"@My3Daughters well it sounds delicious! i'll be laying out on my patio tom, sans pool!  Enjoy your burgers!!"
sadness,@Champion1510 yeah... and neither of them are in huntsville   i would so quit both of my jobs here for one job there.
sadness,@YSLaurenT me too
neutral,Lately i've been waking up with the sun in my face but not today..
sadness,"@theemptynest  I've had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?"
sadness,@eeks_ I wish you were here NOWWW!!! grrrrrrr
sadness,hi guys just doing da usael notmuch really! 3 sad me
sadness,"@julnas But then you might end up like that poor bus driver...  And, this is kinda weird, but I wish I was there today! :o"
sadness,@xbooernsx I am so jealous. I want a free hamburger
neutral,@blueyes121 I would but you're too far away
neutral,@xvikki Yes it does
sadness,@sunflower_seeds dude don't say that
sadness,needs more followers
sadness,Grr...Fatboy Slim is out of the EDC Lineup.
neutral,haven't tweeted in like a day.  so here goes...
sadness,i have a empty house and no ine to share it with
sadness,"@reactiveretro yeah i agree, he was the best! aww why did he leeaave??"
sadness,@Ohmahlanta Esther does not want to deal!
neutral,"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd"
anger,"It's so annoying when I want to go see The Sats, @OfficialJoBros and @ddlovato in concert..but I know I'LL Have to pay"
sadness,In checkout line...kate  jon splashed all over us weekly. sad
sadness,@lilvanillafrop that's not funny
neutral,@robbin_g that is so odd. i wanted to see it this weekend
sadness,"I need some motivation in my life, oh and some love would be nice too"
neutral,@HandiQuilterBG I have an even dozen.  thanks for reminding me. I quilt 2 and make 3. LOL
neutral,just got back from Danas. watching Roseanne before I start to get ready for work
sadness,bye bye South Beach....u never let me down
sadness,r @njsharkman  that squeeze bacon looks like poop
happiness,http://twitpic.com/670ar - this is post guitar hero ass kicking
sadness,Well that's the last of the Fabs gone
neutral,Has got to look for a job this weekend
happiness,"@NeilDavidson happened about three weeks ago. Why, is there a serial card fraudster on the loose?"
sadness,*eekkk* back to work
neutral,my phone is broken     im too lazy to go to the verizon store to get a new one.. oh well i guess no phone for awhile.. aha
sadness,I want to hang out and play!  But I can't.  Fiddle Faddle on my workload!
sadness,"Gosh I miss singer's theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage."
neutral,Gotta go my phone is on it's last leg so can't promise any update.  3 years I have had it so not bad though  Dumb Blackberry
neutral,@a_nobel ? ? ?????????????  = ?????? ?????? ?????? ?? ????
sadness,@SoulAfrodisiac I feel you on that one....I moved recently and now the nearest @wholefoods is an hour away
neutral,@gotcoff33 haha I wish! I have 1 filling that broke and 1 cavitie that needs to get fixed!!!
sadness,It's gonna suck being the only sober one tonight
neutral,@robinjection well maybe someone will care
neutral,@bcabeza I'm going to jordan  jeffs wedding next weekend in atl.
sadness,@theNetImp yeah... it's gonna be a long while for me.
sadness,HR says ca is taking more tax out of my checks.
neutral,"I have a headache, and it's not going away."
neutral,http://survivingtheworld.net/Lesson5.html  I chose the wrong career
neutral,Going there....
neutral,"@_Marguerite Yup, that's Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here"
sadness,Feeling bad for @taylorshockley profile pic
neutral,@leecattley No idea
neutral,Doctors appt
sadness,"@itstrizunigs actually, the web works fine. tweetdeck seems to be the culprit  sadness! it's done this at two diff. locations"
happiness,is enjoying the nice weather but has been stuck indoors writing an essay for most of it
happiness,@matty500 Congratulations! I wish I could be there to see it happen.
sadness,"hate working when its sunny,boohoo"
neutral,@nick_carter It says the video is private
neutral,swine flu outbreak in cayuga county we have our first case
neutral,"I get another pack of geography test, so I have to correct it on the weekend."
sadness,@shakes1327 Sadly no robot songs in my library.
neutral,Ok..ok...my house needs cleaning...clothes need washing...time to put twitter away for awhile...wahhhh
neutral,@mileycyrus MILEEY HOW CAN I VOE IN THE MV MOVIE AWARDS ?
neutral,I don't like when my g1 changes.    I feel like google should send me an email and tell me all the things they're gunna do to my phone.
neutral,is in history
sadness,"No running for the past couple of days due to bad knee   Still, Guitar Hero Metallica arrived and has kept me amused...Time to ROCK!!!"
sadness,@charlieskies  that is actually a better name than fluffballthegodzilla (my youtube username).  ive been beaten
sadness,i want so bad to go to the mcfly's concert
sadness,why nobody write with me ? !
sadness,#hollyoaks .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod
sadness,@joshuardean you are on mii shit list...Permanent mii dude
neutral,@Captain_Yavanna me too. she's everywhere...
sadness,Oh no! I used my internal sig for an external e-mail  damn. #fb
sadness,@Mig177 its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore
neutral,@danishaw No. I won't be back until the 7th
neutral,my family went to the beach while i was at the pool with a friend and now i am stuck in the house till they get back.
neutral,@Thequeenoffree i actually need to be cleaning my house
neutral,tiss sad when people leave
sadness,I need to stop being sick.
neutral,at work till 7.
neutral,Dï¿½jï¿½ vu!!! Changing out of my GQ outfit
sadness,http://twitpic.com/670rw - i miss my puppy
neutral,i want so bad to go to the mcfly's concert  anybody up to go with me?
sadness,@SuprnaturlShana but he looks so much better with short hair
sadness,ah remember the days when you'd sleep in until noon? well guess who did that today? god i feel like a loser
sadness,"@WeeWifie1981 lol, we are staying in, Craig got footy, so Molly and me missing all the good weather, we have no buggy either."
neutral,Exactly 2 weeks left in Sigma
neutral,@Yazziness
neutral,@lordwow I'm still waiting for Separate Ways...
sadness,got caught in the rain outside. now im cold bbbrrr
sadness,goodbye picnic for a classmate today  but the weather was fucking beautifuul!!!
sadness,School Over!!! I'm gonna miss a bunch of people
happiness,My car is home. Yay! $613.22 Boo!  I'm paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\
happiness,"@gnimsh forgot to answer your kindle question yesterday. honestly, haven't used it much. have two paperback books i want 2 read first."
sadness,"I've got sunburn on my arm  In better news, my new Guitar Hero: Metallica game came and I beyond happy about that."
anger,i hella wanted a sausage mcmuffin but when i gt there breakfast was over
neutral,found out that no one he knows is using Twitter.
sadness,I'm missing everything at work  I want pix of @ipinklemonade !!
neutral,"@marcusbetts lol, I know how you feel, but with 4 kids and my current work load, I am maxed out with no time to grow things."
sadness,OMG i just realised while listening to perfect story penny liked dr horrible!!! damn you captain hammer!  omg im so sad now!
